ID,minflt,majflt,utime,stime,num_threads,vsize,rss,startstack,kstkeip,processor,num_file_desc,rchar,wchar,read_bytes,write_bytes,cancelled_write_bytes,PAPI_L1_DCM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_CA_SHR,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,PAPI_HW_INT,PAPI_BR_CN,PAPI_BR_TKN,PAPI_BR_NTK,PAPI_BR_MSP,PAPI_BR_PRC,PAPI_TOT_IIS,PAPI_TOT_INS,PAPI_FP_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_BR_INS,PAPI_VEC_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_L1_DCH,PAPI_L1_DCA,PAPI_L2_DCA,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L1_ICH,PAPI_L2_ICH,PAPI_L1_ICA,PAPI_L2_ICA,PAPI_L2_TCH,PAPI_L1_TCA,PAPI_L2_TCA,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_FML_INS,PAPI_FDV_INS,PAPI_FP_OPS,PAPI_SP_OPS,PAPI_DP_OPS,PAPI_VEC_SP,PAPI_VEC_DP,PAPI_REF_CYC
ENTER-org/apache/hadoop/dfs/FSNamesystem$now,22958,0,154,4,12,1254432768,16997,140736118952384,139753665691976,1,67,4305710,331,335872,45056,4096,6.53359e+08,1.53618e+07,1.20884e+06,7.11257e+08,1.65706e+07,6.801e+07,1.16256e+06,22129,4.55277e+07,3.8979e+06,4.24608e+08,4.04926e+08,-3.57441e+08,3.74011e+08,4240,1.16807e+09,1.29189e+09,5.72055e+08,2.01192e+08,1.1005e+09,1.78565e+10,1.06042e+10,1.10045e+07,3.39787e+09,1.71868e+09,2.11203e+09,1.38591e+07,5.28415e+09,1.48955e+10,6.29787e+09,6.95123e+09,8.29534e+08,4.24608e+08,4.04926e+08,1.30603e+10,1.67628e+08,1.31346e+10,1.68837e+08,8.64844e+08,2.00859e+10,8.81414e+08,5.93446e+08,4.04926e+08,6.88453e+06,1.86742e+06,1.10045e+07,1.10045e+07,1.10045e+07,0,0,0
EXIT-org/apache/hadoop/dfs/FSNamesystem$now,22958,0,155,4,12,1254432768,16997,140736118952384,139753665691976,1,67,4306963,331,335872,45056,4096,7.42506e+08,1.78866e+07,1.41975e+06,8.0756e+08,1.93063e+07,7.71838e+07,1.37063e+06,24610,5.23459e+07,4.37736e+06,4.84231e+08,4.63045e+08,-4.08978e+08,4.28284e+08,4719,1.32217e+09,1.45847e+09,6.48724e+08,2.30689e+08,1.24552e+09,2.03107e+10,1.2028e+10,1.23725e+07,3.87193e+09,1.95935e+09,2.39416e+09,1.53264e+07,6.05835e+09,1.69547e+10,7.14879e+09,7.89129e+09,9.47276e+08,4.84231e+08,4.63045e+08,1.4868e+10,1.90149e+08,1.49524e+10,1.91569e+08,9.90281e+08,2.28437e+10,1.00959e+09,6.758e+08,4.63045e+08,7.67516e+06,2.12342e+06,1.23725e+07,1.23725e+07,1.23725e+07,0,0,0
ENTER-org/apache/hadoop/dfs/FSImage$setStorageDirectories,22958,0,155,4,12,1254432768,16997,140736118952384,139753665691976,1,67,4308216,331,335872,45056,4096,8.31771e+08,2.04155e+07,1.63104e+06,9.03973e+08,2.20465e+07,8.63707e+07,1.57898e+06,27093,5.91747e+07,4.85742e+06,5.43923e+08,5.21231e+08,-4.60577e+08,4.82623e+08,5199,1.47656e+09,1.62527e+09,7.25484e+08,2.60219e+08,1.39082e+09,2.27678e+10,1.3453e+10,1.37425e+07,4.34635e+09,2.2004e+09,2.6766e+09,1.67956e+07,6.83353e+09,1.90171e+10,8.00149e+09,8.83326e+09,1.06515e+09,5.43923e+08,5.21231e+08,1.66784e+10,2.12694e+08,1.67728e+10,2.14326e+08,1.11586e+09,2.56061e+10,1.13791e+09,7.58249e+08,5.21231e+08,8.46701e+06,2.37979e+06,1.37425e+07,1.37425e+07,1.37425e+07,0,0,0
ENTER-org/apache/hadoop/dfs/Storage$addStorageDir,24037,0,159,4,12,1256189952,17840,140736118952384,139753665691976,1,67,4326888,331,348160,45056,4096,9.22178e+08,2.29761e+07,1.84501e+06,1.00165e+09,2.48211e+07,9.56752e+07,1.78992e+06,29609,6.60893e+07,5.34372e+06,6.04388e+08,5.8015e+08,-5.12832e+08,5.37653e+08,5685,1.63286e+09,1.79418e+09,8.03248e+08,2.90122e+08,1.53792e+09,2.52567e+10,1.48965e+10,1.51297e+07,4.82702e+09,2.44451e+09,2.96266e+09,1.82832e+07,7.61893e+09,2.11037e+10,8.85328e+09,9.77546e+09,1.18454e+09,6.04388e+08,5.8015e+08,1.85084e+10,2.35531e+08,1.86128e+10,2.37376e+08,1.24309e+09,2.83882e+10,1.26791e+09,8.41764e+08,5.8015e+08,9.26897e+06,2.63942e+06,1.51297e+07,1.51297e+07,1.51297e+07,0,0,0
EXIT-org/apache/hadoop/dfs/Storage$addStorageDir,24037,0,159,4,12,1254432768,17427,140736118952384,139753665691976,1,67,4328141,331,348160,45056,4096,1.0127e+09,2.55409e+07,2.05922e+06,1.09944e+09,2.76001e+07,1.04993e+08,2.00115e+06,32128,7.30145e+07,5.83061e+06,6.64958e+08,6.39169e+08,-5.65148e+08,5.92748e+08,6172,1.78935e+09,1.96331e+09,8.81103e+08,3.20073e+08,1.6852e+09,2.77486e+10,1.63425e+10,1.6519e+07,5.30843e+09,2.68887e+09,3.24919e+09,1.97728e+07,8.40531e+09,2.31926e+10,9.70636e+09,1.07191e+10,1.30413e+09,6.64958e+08,6.39169e+08,2.03357e+10,2.58384e+08,2.04501e+10,2.60443e+08,1.37045e+09,3.11692e+10,1.39805e+09,9.25402e+08,6.39169e+08,1.00718e+07,2.89943e+06,1.6519e+07,1.6519e+07,1.6519e+07,0,0,0
ENTER-org/apache/hadoop/dfs/Storage$addStorageDir,24037,0,159,4,12,1254432768,17427,140736118952384,139753665691976,1,67,4329394,331,348160,45056,4096,1.10334e+09,2.81083e+07,2.27382e+06,1.1974e+09,3.03821e+07,1.14317e+08,2.21267e+06,34650,7.99505e+07,6.3181e+06,7.25598e+08,6.98255e+08,-6.1756e+08,6.47942e+08,6660,1.94613e+09,2.13266e+09,9.59094e+08,3.50056e+08,1.83274e+09,3.02447e+10,1.77898e+10,1.79104e+07,5.79057e+09,2.93359e+09,3.53605e+09,2.12644e+07,9.19267e+09,2.52848e+10,1.05607e+10,1.16641e+10,1.42385e+09,7.25598e+08,6.98255e+08,2.21656e+10,2.8128e+08,2.22901e+10,2.83554e+08,1.49802e+09,3.39542e+10,1.5284e+09,1.00915e+09,6.98255e+08,1.08759e+07,3.15981e+06,1.79104e+07,1.79104e+07,1.79104e+07,0,0,0
EXIT-org/apache/hadoop/dfs/Storage$addStorageDir,24204,0,161,4,12,1254432768,17540,140736118952384,139753665691976,1,67,4330647,331,348160,45056,4096,1.19411e+09,3.06799e+07,2.48867e+06,1.29546e+09,3.31686e+07,1.23654e+08,2.42448e+06,37176,8.68936e+07,6.80648e+06,7.86309e+08,7.57441e+08,-6.70033e+08,7.03202e+08,7148,2.1031e+09,2.30235e+09,1.03718e+09,3.80089e+08,1.98047e+09,3.27437e+10,1.92395e+10,1.93028e+07,6.27308e+09,3.17869e+09,3.82337e+09,2.27579e+07,9.98099e+09,2.73793e+10,1.14164e+10,1.26105e+10,1.54375e+09,7.86309e+08,7.57441e+08,2.39981e+10,3.0422e+08,2.41327e+10,3.06709e+08,1.62579e+09,3.67432e+10,1.65895e+09,1.09302e+09,7.57441e+08,1.16813e+07,3.4205e+06,1.93028e+07,1.93028e+07,1.93028e+07,0,0,0
EXIT-org/apache/hadoop/dfs/FSImage$setStorageDirectories,24204,0,161,4,12,1254432768,17540,140736118952384,139753665691976,1,67,4331900,331,348160,45056,4096,1.28498e+09,3.32543e+07,2.70377e+06,1.39364e+09,3.59581e+07,1.33005e+08,2.63657e+06,39706,9.38474e+07,7.29546e+06,8.47124e+08,8.16694e+08,-7.22569e+08,7.58527e+08,7637,2.26027e+09,2.47226e+09,1.11535e+09,4.10153e+08,2.12838e+09,3.52457e+10,2.06905e+10,2.06974e+07,6.75633e+09,3.42415e+09,4.11101e+09,2.42533e+07,1.07708e+10,2.94772e+10,1.22728e+10,1.35578e+10,1.66382e+09,8.47124e+08,8.16694e+08,2.5833e+10,3.27268e+08,2.59779e+10,3.29972e+08,1.7537e+09,3.95358e+10,1.78966e+09,1.1771e+09,8.16694e+08,1.24875e+07,3.68152e+06,2.06974e+07,2.06974e+07,2.06974e+07,0,0,0
ENTER-org/apache/hadoop/dfs/FSNamesystem$setConfigurationParameters,25858,0,171,5,12,1254432768,17743,140736118952384,139753665691976,1,67,4410224,331,389120,45056,4096,1.37925e+09,3.59238e+07,2.92687e+06,1.49545e+09,3.88507e+07,1.42701e+08,2.85658e+06,42330,1.01058e+08,7.80257e+06,9.10186e+08,8.78147e+08,-7.77042e+08,8.15892e+08,8144,2.42327e+09,2.64838e+09,1.19644e+09,4.41337e+08,2.28179e+09,3.78416e+10,2.2196e+10,2.21443e+07,7.25758e+09,3.67869e+09,4.40936e+09,2.5804e+07,1.15893e+10,3.16524e+10,1.31611e+10,1.45403e+10,1.78833e+09,9.10186e+08,8.78147e+08,2.77353e+10,3.50738e+08,2.78908e+10,3.53665e+08,1.88635e+09,4.24311e+10,1.9252e+09,1.26385e+09,8.78147e+08,1.33254e+07,3.95787e+06,2.21443e+07,2.21443e+07,2.21443e+07,0,0,0
EXIT-org/apache/hadoop/dfs/FSNamesystem$setConfigurationParameters,26724,0,179,5,13,1389871104,18015,140736118952384,139753665691976,1,67,4604916,391,479232,45056,4096,1.47215e+09,3.86187e+07,3.14984e+06,1.59969e+09,4.17686e+07,1.52889e+08,3.08407e+06,45043,1.08515e+08,8.32692e+06,9.75388e+08,9.41668e+08,-8.33462e+08,8.75231e+08,8668,2.59184e+09,2.83049e+09,1.28027e+09,4.73589e+08,2.44043e+09,4.05257e+10,2.37522e+10,2.36403e+07,7.77573e+09,3.94181e+09,4.71779e+09,2.7408e+07,1.24361e+10,3.39015e+10,1.40839e+10,1.55561e+10,1.91706e+09,9.75388e+08,9.41668e+08,2.97022e+10,3.75018e+08,2.98687e+10,3.78168e+08,2.02357e+09,4.54248e+10,2.06534e+09,1.35356e+09,9.41668e+08,1.41919e+07,4.24358e+06,2.36403e+07,2.36403e+07,2.36403e+07,0,0,0
ENTER-org/apache/hadoop/dfs/FSNamesystem$createFsOwnerPermissions,26739,0,182,5,13,1389871104,18015,140736118952384,139753665691976,1,67,4645105,391,479232,45056,4096,1.56727e+09,4.13775e+07,3.37807e+06,1.70629e+09,4.47556e+07,1.63559e+08,3.30055e+06,47310,1.15938e+08,8.84283e+06,1.04214e+09,1.00672e+09,-8.91228e+08,9.35984e+08,9205,2.76442e+09,3.01694e+09,1.36611e+09,5.06604e+08,2.60285e+09,4.32735e+10,2.53455e+10,2.51715e+07,8.30639e+09,4.2112e+09,5.03362e+09,2.90499e+07,1.33029e+10,3.62044e+10,1.50289e+10,1.65962e+10,2.04887e+09,1.04214e+09,1.00672e+09,3.17166e+10,3.9987e+08,3.18944e+10,4.03248e+08,2.16401e+09,4.84906e+10,2.20877e+09,1.44539e+09,1.00672e+09,1.50788e+07,4.53612e+06,2.51715e+07,2.51715e+07,2.51715e+07,0,0,0
EXIT-org/apache/hadoop/dfs/FSNamesystem$createFsOwnerPermissions,26739,0,182,5,13,1389871104,18015,140736118952384,139753665691976,1,67,4646360,391,479232,45056,4096,1.66253e+09,4.41394e+07,3.60658e+06,1.81302e+09,4.7746e+07,1.74245e+08,3.51718e+06,49580,1.23369e+08,9.35756e+06,1.10888e+09,1.07184e+09,-9.49056e+08,9.96802e+08,9742,2.93719e+09,3.2036e+09,1.45204e+09,5.39651e+08,2.76545e+09,4.60242e+10,2.69413e+10,2.67048e+07,8.8374e+09,4.48095e+09,5.34977e+09,3.06936e+07,1.41706e+10,3.85096e+10,1.59752e+10,1.76377e+10,2.18073e+09,1.10888e+09,1.07184e+09,3.37327e+10,4.24752e+08,3.39218e+10,4.28359e+08,2.30465e+09,5.15595e+10,2.3524e+09,1.53724e+09,1.07184e+09,1.5967e+07,4.82899e+06,2.67048e+07,2.67048e+07,2.67048e+07,0,0,0
ENTER-org/apache/hadoop/dfs/INode$setPermissionStatus,26739,0,182,5,13,1389871104,18015,140736118952384,139753665691976,1,67,4647615,391,479232,45056,4096,1.75787e+09,4.69046e+07,3.83538e+06,1.91988e+09,5.07399e+07,1.84946e+08,3.73412e+06,51852,1.30809e+08,9.87309e+06,1.17562e+09,1.13703e+09,-1.00695e+09,1.05769e+09,10280,3.11016e+09,3.39049e+09,1.53806e+09,5.72746e+08,2.92824e+09,4.87777e+10,2.85384e+10,2.82392e+07,9.36916e+09,4.75094e+09,5.66624e+09,3.23394e+07,1.50394e+10,4.08181e+10,1.69223e+10,1.86802e+10,2.31265e+09,1.17562e+09,1.13703e+09,3.57514e+10,4.49666e+08,3.59517e+10,4.53501e+08,2.44543e+09,5.46319e+10,2.49617e+09,1.62912e+09,1.13703e+09,1.68562e+07,5.12222e+06,2.82392e+07,2.82392e+07,2.82392e+07,0,0,0
ENTER-org/apache/hadoop/dfs/INode$setUser,26739,0,182,5,13,1389871104,18015,140736118952384,139753665691976,1,67,4648870,391,479232,45056,4096,1.85331e+09,4.96728e+07,4.06446e+06,2.02687e+09,5.37373e+07,1.95655e+08,3.95138e+06,54127,1.38257e+08,1.03884e+07,1.24238e+09,1.20232e+09,-1.0649e+09,1.11864e+09,10819,3.28332e+09,3.5776e+09,1.62421e+09,6.05874e+08,3.0912e+09,5.15342e+10,3.01379e+10,2.97757e+07,9.90164e+09,5.02131e+09,5.98318e+09,3.39871e+07,1.59091e+10,4.31289e+10,1.78707e+10,1.9724e+10,2.4447e+09,1.24238e+09,1.20232e+09,3.77727e+10,4.7461e+08,3.79843e+10,4.78675e+08,2.58641e+09,5.77084e+10,2.64015e+09,1.72105e+09,1.20232e+09,1.77463e+07,5.41578e+06,2.97757e+07,2.97757e+07,2.97757e+07,0,0,0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$getUserSerialNumber,26771,0,183,5,13,1389871104,18015,140736118952384,139753665691976,1,67,4658241,391,487424,45056,4096,1.94956e+09,5.24635e+07,4.29539e+06,2.13474e+09,5.67589e+07,2.06459e+08,4.17034e+06,56421,1.45768e+08,1.093e+07,1.31058e+09,1.26767e+09,-1.12335e+09,1.18011e+09,11362,3.45791e+09,3.76626e+09,1.71105e+09,6.39277e+08,3.25551e+09,5.43138e+10,3.17499e+10,3.13251e+07,1.04385e+10,5.29388e+09,6.30263e+09,3.56483e+07,1.67861e+10,4.54587e+10,1.88268e+10,2.07763e+10,2.57825e+09,1.31058e+09,1.26767e+09,3.98104e+10,4.99755e+08,4.00334e+10,5.04051e+08,2.72853e+09,6.08097e+10,2.78529e+09,1.81463e+09,1.26767e+09,1.86437e+07,5.71176e+06,3.13251e+07,3.13251e+07,3.13251e+07,0,0,0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,26771,0,183,5,13,1389871104,18015,140736118952384,139753665691976,1,67,4659496,391,487424,45056,4096,2.04595e+09,5.5259e+07,4.5266e+06,2.24275e+09,5.97856e+07,2.1727e+08,4.3896e+06,58718,1.53287e+08,1.14723e+07,1.37864e+09,1.33318e+09,-1.18187e+09,1.24166e+09,11906,3.6327e+09,3.95515e+09,1.79803e+09,6.72729e+08,3.42001e+09,5.70977e+10,3.33642e+10,3.28765e+07,1.09762e+10,5.56682e+09,6.62257e+09,3.73115e+07,1.7664e+10,4.77919e+10,1.97841e+10,2.183e+10,2.71182e+09,1.37864e+09,1.33318e+09,4.18507e+10,5.24931e+08,4.20851e+10,5.29458e+08,2.87085e+09,6.39151e+10,2.93063e+09,1.9081e+09,1.33318e+09,1.95424e+07,6.00815e+06,3.28765e+07,3.28765e+07,3.28765e+07,0,0,0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,26771,0,183,5,13,1389871104,18015,140736118952384,139753665691976,1,67,4660751,391,487424,45056,4096,2.14243e+09,5.80577e+07,4.7581e+06,2.35088e+09,6.28158e+07,2.28097e+08,4.60918e+06,61017,1.60819e+08,1.20154e+07,1.44668e+09,1.39888e+09,-1.24102e+09,1.30383e+09,12450,3.80777e+09,4.14437e+09,1.8851e+09,7.06214e+08,3.58477e+09,5.98846e+10,3.49811e+10,3.44301e+07,1.15145e+10,5.84012e+09,6.94297e+09,3.89776e+07,1.85435e+10,5.01274e+10,2.07427e+10,2.28852e+10,2.84555e+09,1.44668e+09,1.39888e+09,4.38935e+10,5.50138e+08,4.41393e+10,5.54896e+08,3.01337e+09,6.70245e+10,3.07619e+09,2.00157e+09,1.39888e+09,2.0442e+07,6.30488e+06,3.44301e+07,3.44301e+07,3.44301e+07,0,0,0
