minflt,majflt,utime,stime,num_threads,vsize,rss,startstack,kstkeip,processor,num_file_desc,rchar,wchar,read_bytes,write_bytes,cancelled_write_bytes
EXIT-org/apache/hadoop/dfs/Storage$addStorageDir,23089.000009094772,0.0,128.99952366567913,8.0005340494236066,11.998821752970173,1212297216.0,19597.000004182148,140734505733744.0,140524550381896.0,1.0,28.994314740856503,3664380.0000000298,293.00000003140303,0.0,45056.000000031432,4096.0
EXIT-org/apache/hadoop/dfs/FSImage$setStorageDirectories,23089.000009093543,0.0,128.99952363060584,8.000534056167794,11.99882156112163,1212297216.0,19597.000004183377,140734505733744.0,140524550381896.0,1.0,28.994315773885681,3664747.0000000075,293.00000003131572,0.0,45056.000000030966,4096.0
ENTER-org/apache/hadoop/dfs/FSNamesystem$setConfigurationParameters,23133.00000936351,0.0,133.999537932767,8.0005282726421569,11.998768117882129,1212297216.0,19597.00000395711,140734505733744.0,140524550381896.0,1.0,28.994020984276311,3741112.0000000298,293.00000002587331,0.0,45056.000000029569,4096.0
EXIT-org/apache/hadoop/dfs/FSNamesystem$setConfigurationParameters,24032.000010961296,0.0,138.99972803138849,8.0002002151385341,11.999013448496846,1281515520.0,20114.00000083835,140734505733744.0,140524550381896.0,1.0,28.991542554934604,3845329.0000000298,352.99999994886457,0.0,45056.00000002142,4096.0
ENTER-org/apache/hadoop/dfs/FSNamesystem$createFsOwnerPermissions,24236.000010938827,0.0,143.99974748051363,8.0001849705674886,11.9989944378421,1281515520.0,20311.000000615219,140734505733744.0,140524550381896.0,1.0,28.991468489952986,3884616.0000000298,352.99999994458631,0.0,45056.000000019325,4096.0
EXIT-org/apache/hadoop/dfs/FSNamesystem$createFsOwnerPermissions,24260.000010812786,0.0,143.99974473456064,8.0001811888736256,11.998993864134341,1281515520.0,20377.000000709326,140734505733744.0,140524550381896.0,1.0,28.991569064349115,3884985.0000000373,352.99999994563404,0.0,45056.000000019791,4096.0
ENTER-org/apache/hadoop/dfs/INode$setPermissionStatus,24260.000010811549,0.0,143.99974469929703,8.0001811956549886,11.998993671240292,1281515520.0,20377.000000710548,140734505733744.0,140524550381896.0,1.0,28.991570103007902,3885354.0000000224,352.99999994563404,0.0,45056.000000020256,4096.0
ENTER-org/apache/hadoop/dfs/INode$setUser,24260.000010810312,0.0,143.99974466403341,8.0001812024360106,11.99899347834625,1281515520.0,20377.000000711785,140734505733744.0,140524550381896.0,1.0,28.991571141666682,3885723.0000000298,352.99999994572136,0.0,45056.000000020023,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$getUserSerialNumber,25163.000009000476,0.0,144.99977511957718,9.000150864998659,11.999143683346553,1281515520.0,21235.000000789303,140734505733744.0,140524550381896.0,1.0,28.992985349813075,3894208.0000000373,352.99999995605322,0.0,45056.000000018626,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,25185.000009243056,0.0,145.99978773466955,9.0001555755983986,11.99914935625673,1281515520.0,21150.00000049956,140734505733744.0,140524550381896.0,1.0,28.99277022342801,3894577.0000000224,352.99999995270628,0.0,45056.000000016298,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,25257.000009094583,0.0,145.99979033587783,9.0001532351409992,11.999157647762111,1281515520.0,21215.000000509659,140734505733744.0,140524550381896.0,1.0,28.992884610674515,3894946.0000000373,352.99999995355029,0.0,45056.000000016531,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,25274.00000908479,0.0,145.9997921657241,9.0001537283451398,11.999160568995656,1281515520.0,21215.00000048185,140734505733744.0,140524550381896.0,1.0,28.992891034710972,3895315.0000000298,352.99999995346298,0.0,45056.000000015832,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,25316.000009059731,0.0,145.99979666183162,9.0001549515977217,11.999167651107371,1281515520.0,21215.000000414017,140734505733744.0,140524550381896.0,1.0,28.992907633070111,3896485.0000000149,352.99999995323014,0.0,45056.000000014901,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$getUserSerialNumber,25331.000008938223,0.0,145.99979292846774,9.0001509123859478,11.999165428743815,1281515520.0,21281.000000523505,140734505733744.0,140524550381896.0,1.0,28.993005356383946,3896854.0000000447,352.9999999544234,0.0,45056.000000016531,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$getGroupSerialNumber,25333.000008935982,0.0,145.99979311262882,9.0001509763935701,11.999165602217722,1281515520.0,21281.000000521293,140734505733744.0,140524550381896.0,1.0,28.993007028616567,3897223.0000000298,352.99999995448161,0.0,45056.000000016298,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,25333.000008934745,0.0,145.99979307736453,9.0001509831747057,11.999165409323695,1281515520.0,21281.000000522537,140734505733744.0,140524550381896.0,1.0,28.993008067275355,3897592.0000000298,352.99999995448161,0.0,45056.000000016531,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,25462.000008643176,0.0,145.9997965074258,9.0001457306697716,11.999179292704298,1281515520.0,21413.000000571177,140734505733744.0,140524550381896.0,1.0,28.993233837149667,3897961.0000000373,352.99999995614053,0.0,45056.000000015832,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,25669.000008199611,0.0,145.99980315126572,9.0001382347991807,11.999202687205873,1281515520.0,21611.000000620479,140734505733744.0,140524550381896.0,1.0,28.993576249255227,3898330.0000000298,352.99999995870166,0.0,45056.000000016065,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,25671.000008307092,0.0,146.99980668996091,9.0001366096341258,11.999198543944502,1281515520.0,21611.000000537337,140734505733744.0,140524550381896.0,1.0,28.993473185500676,3898699.0000000373,352.99999995704275,0.0,45056.000000015832,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$getGroupSerialNumber,26108.000007756797,0.0,147.9998371451602,9.0001300050626583,11.999255483471948,1281515520.0,21868.000000232525,140734505733744.0,140524550381896.0,1.0,28.993865905008725,3899068.0000000373,352.99999995765393,0.0,45056.000000011874,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$getUserSerialNumber,26110.000007754548,0.0,147.99983732932151,9.0001300690698258,11.99925565694587,1281515520.0,21868.000000230342,140734505733744.0,140524550381896.0,1.0,28.993867577241353,3899437.0000000149,352.99999995771213,0.0,45056.000000011642,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,26202.000007594295,0.0,147.99984204381053,9.0001282330691197,11.99926753974848,1281515520.0,21934.000000208289,140734505733744.0,140524550381896.0,1.0,28.993989693148286,3899806.0000000298,352.99999995846883,0.0,45056.000000011176,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,26207.000007590534,0.0,147.99984255710865,9.0001283829158183,11.999268262774315,1281515520.0,21934.000000200991,140734505733744.0,140524550381896.0,1.0,28.9939923157417,3900175.0000000298,352.99999995849794,0.0,45056.000000011409,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,26285.00000743736,0.0,147.99984573562438,9.0001261463315814,11.999277581001252,1281515520.0,22000.000000202876,140734505733744.0,140524550381896.0,1.0,28.994109996631714,3900544.0000000224,352.99999995931285,0.0,45056.000000010943,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,27199.000005569396,0.0,148.99987736614708,9.0000809423120813,11.999377978476524,1283072000.0,22924.000000378423,140734505733744.0,140524550381896.0,1.0,28.995509736005744,3900913.0000000522,352.99999996784027,0.0,45056.000000010477,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$getUserSerialNumber,27199.000005568159,0.0,148.99987733088346,9.0000809490931601,11.999377785582467,1283072000.0,22924.000000379638,140734505733744.0,140524550381896.0,1.0,28.995510774664524,3901282.0000000447,352.99999996784027,0.0,45056.000000010477,4096.0
ENTER-org/apache/hadoop/dfs/INode$updatePermissionStatus,27398.00000580401,0.0,149.99991355501857,9.0001039795470774,11.999416300929745,1281515520.0,22747.999999672415,140734505733744.0,140524550381896.0,1.0,28.995307874941389,3905113.0000000149,352.99999996388215,0.0,45056.000000003725,4096.0
ENTER-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,27400.000005801761,0.0,149.99991373917987,9.0001040435544155,11.999416474403624,1281515520.0,22747.999999670232,140734505733744.0,140524550381896.0,1.0,28.995309547174024,3905482.0000000298,352.99999996388215,0.0,45056.000000003492,4096.0
EXIT-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,27416.000005902191,0.0,150.99991881384926,9.0001028189731187,11.999414895717919,1281515520.0,22747.999999563166,140734505733744.0,140524550381896.0,1.0,28.995210918436392,3905851.0000000373,352.99999996216502,0.0,45056.00000000326,4096.0
EXIT-org/apache/hadoop/dfs/INode$updatePermissionStatus,27422.000005785201,0.0,150.99991409307358,9.0000985222433201,11.999411024698588,1281515520.0,22813.999999688021,140734505733744.0,140524550381896.0,1.0,28.995305790667913,3906220.0000000373,352.99999996335828,0.0,45056.000000004191,4096.0
EXIT-org/apache/hadoop/dfs/INode$setUser,27422.000005783972,0.0,150.99991405780997,9.000098529024342,11.999410831804553,1281515520.0,22813.999999689251,140734505733744.0,140524550381896.0,1.0,28.995306829326694,3906589.0000000373,352.99999996332917,0.0,45056.000000003958,4096.0
ENTER-org/apache/hadoop/dfs/INode$setGroup,27422.000005782735,0.0,150.99991402254659,9.0000985358054777,11.999410638910504,1281515520.0,22813.999999690473,140734505733744.0,140524550381896.0,1.0,28.995307867985481,3906958.0000000447,352.99999996338738,0.0,45056.000000004424,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$getGroupSerialNumber,27422.00000578149,0.0,150.99991398728275,9.0000985425864997,11.999410446016469,1281515520.0,22813.999999691689,140734505733744.0,140524550381896.0,1.0,28.995308906644262,3907327.0000000373,352.99999996341649,0.0,45056.000000004424,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,27422.000005780246,0.0,150.9999139520196,9.0000985493675785,11.99941025312242,1281515520.0,22813.999999692925,140734505733744.0,140524550381896.0,1.0,28.995309945303042,3907696.0000000373,352.99999996344559,0.0,45056.000000004657,4096.0
ENTER-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,27422.000005888724,0.0,151.99991727128941,9.00009686697598,11.999405743493099,1281515520.0,22813.999999613188,140734505733744.0,140524550381896.0,1.0,28.99520624797465,3908065.0000000447,352.99999996169936,0.0,45056.000000003725,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$nextSerialNumber,27422.000005887487,0.0,151.99991723602648,9.0000968737572293,11.999405550599036,1281515520.0,22813.999999614411,140734505733744.0,140524550381896.0,1.0,28.99520728663343,3908434.0000000447,352.99999996172846,0.0,45056.000000003958,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$SerialNumberMap$get,27422.00000588625,0.0,151.99991720076287,9.0000968805381945,11.999405357704994,1281515520.0,22813.999999615626,140734505733744.0,140524550381896.0,1.0,28.995208325292225,3908803.0000000373,352.99999996178667,0.0,45056.000000003958,4096.0
EXIT-org/apache/hadoop/dfs/SerialNumberManager$getGroupSerialNumber,27422.000005884991,0.0,151.99991716549903,9.000096887319387,11.999405164810952,1281515520.0,22813.999999616855,140734505733744.0,140524550381896.0,1.0,28.995209363950991,3909172.0000000447,352.99999996184488,0.0,45056.000000004191,4096.0
ENTER-org/apache/hadoop/dfs/INode$updatePermissionStatus,27554.000005811351,0.0,153.99992763376508,9.0000883423082882,11.999410964272862,1281515520.0,22945.999999498446,140734505733744.0,140524550381896.0,1.0,28.995226612211709,3909541.0000000149,352.99999995998223,0.0,45056.000000002561,4096.0
ENTER-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,27554.0000058101,0.0,153.9999275985017,9.0000883490895376,11.999410771378827,1281515520.0,22945.999999499654,140734505733744.0,140524550381896.0,1.0,28.995227650870504,3909910.0000000149,352.99999996004044,0.0,45056.000000002794,4096.0
EXIT-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,27554.00000591857,0.0,154.99993091777219,9.0000866666980528,11.999406261749485,1281515520.0,22945.999999419932,140734505733744.0,140524550381896.0,1.0,28.995123953542105,3910279.0000000373,352.99999995838152,0.0,45056.000000002095,4096.0
EXIT-org/apache/hadoop/dfs/INode$updatePermissionStatus,27554.000005917333,0.0,154.99993088250881,9.0000866734791316,11.999406068855428,1281515520.0,22945.999999421161,140734505733744.0,140524550381896.0,1.0,28.995124992200871,3910648.0000000373,352.99999995843973,0.0,45056.000000002328,4096.0
EXIT-org/apache/hadoop/dfs/INode$setGroup,27554.000005916103,0.0,154.9999308472452,9.0000866802602673,11.999405875961379,1281515520.0,22945.999999422391,140734505733744.0,140524550381896.0,1.0,28.995126030859673,3911017.0000000149,352.99999995841063,0.0,45056.000000001863,4096.0
ENTER-org/apache/hadoop/dfs/INode$setPermission,27554.000005914859,0.0,154.99993081198159,9.0000866870413461,11.999405683067344,1281515520.0,22945.99999942362,140734505733744.0,140524550381896.0,1.0,28.995127069518453,3911386.0000000298,352.99999995838152,0.0,45056.000000002095,4096.0
ENTER-org/apache/hadoop/dfs/INode$updatePermissionStatus,27554.000005913615,0.0,154.99993077671797,9.0000866938224249,11.999405490173295,1281515520.0,22945.999999424836,140734505733744.0,140524550381896.0,1.0,28.995128108177227,3911755.0000000224,352.99999995843973,0.0,45056.000000002095,4096.0
ENTER-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,27554.000005912363,0.0,154.99993074145436,9.0000867006035037,11.999405297279253,1281515520.0,22945.999999426065,140734505733744.0,140524550381896.0,1.0,28.995129146836007,3912124.0000000373,352.99999995849794,0.0,45056.000000002328,4096.0
EXIT-org/apache/hadoop/dfs/INode$PermissionStatusFormat$combine,27555.000006020346,0.0,155.99993417043788,9.0000850468251201,11.999400970833889,1281515520.0,22945.999999344618,140734505733744.0,140524550381896.0,1.0,28.995025766294525,3912493.0000000224,352.99999995678081,0.0,45056.000000002095,4096.0
EXIT-org/apache/hadoop/dfs/INode$updatePermissionStatus,28221.000005008544,0.0,157.99997148626289,9.0000652013109175,11.999476216693253,1281515520.0,23469.999999109292,140734505733744.0,140524550381896.0,1.0,28.995758204191638,3912862.0000000373,352.99999995945836,0.0,45055.99999999837,4096.0
EXIT-org/apache/hadoop/dfs/INode$setPermission,28221.000005007307,0.0,157.99997145099906,9.0000652080921668,11.999476023799204,1281515520.0,23469.999999110529,140734505733744.0,140524550381896.0,1.0,28.995759242850426,3913231.0000000373,352.99999995951657,0.0,45055.999999998836,4096.0
EXIT-org/apache/hadoop/dfs/INode$setPermissionStatus,28221.000005006055,0.0,157.9999714157359,9.0000652148732456,11.999475830905155,1281515520.0,23469.999999111758,140734505733744.0,140524550381896.0,1.0,28.995760281509206,3913600.0000000373,352.99999995948747,0.0,45055.999999998836,4096.0
ENTER-org/apache/hadoop/dfs/INode$setLocalName,28221.000005004826,0.0,157.99997138047161,9.0000652216542676,11.999475638011106,1281515520.0,23469.999999112981,140734505733744.0,140524550381896.0,1.0,28.995761320167986,3913969.0000000373,352.99999995951657,0.0,45055.999999998603,4096.0
ENTER-org/apache/hadoop/dfs/INode$string2Bytes,28221.00000511331,0.0,158.99997469974232,9.0000635392627828,11.999471128381792,1281515520.0,23469.999999033251,140734505733744.0,140524550381896.0,1.0,28.995657622839587,3914338.0000000373,352.99999995779945,0.0,45055.999999998137,4096.0
EXIT-org/apache/hadoop/dfs/INode$string2Bytes,28221.000005112066,0.0,158.99997466447871,9.0000635460439753,11.999470935487736,1281515520.0,23469.99999903448,140734505733744.0,140524550381896.0,1.0,28.995658661498361,3914707.0000000373,352.99999995782855,0.0,45055.999999998137,4096.0
EXIT-org/apache/hadoop/dfs/INode$setLocalName,28222.000005110327,0.0,158.99997473892745,9.0000635814379848,11.999470925777672,1281515520.0,23469.999999033993,140734505733744.0,140524550381896.0,1.0,28.995660016944072,3915076.0000000298,352.99999995779945,0.0,45055.999999997905,4096.0
ENTER-org/apache/hadoop/dfs/FSDirectory$initialize,28305.000005067326,0.0,158.99998380979082,9.0000659631089093,11.999485937153658,1281515520.0,23469.999998893458,140734505733744.0,140524550381896.0,1.0,28.995687348917521,3915445.0000000149,352.99999995736289,0.0,45055.999999996275,4096.0
EXIT-org/apache/hadoop/dfs/FSDirectory$initialize,29419.000004360496,0.0,163.99997719886051,9.0000731892335466,11.999577082768674,1282658304.0,23867.999999116837,140734505733744.0,140524550381896.0,1.0,29.996347085276241,4027755.0000000149,352.99999996650149,0.0,45055.999999997206,4096.0
ENTER-org/apache/hadoop/dfs/FSImage$format,29421.000004467955,0.0,164.99998073755637,9.0000715640682643,11.999572939507274,1282658304.0,23867.999999033695,140734505733744.0,140524550381896.0,1.0,29.996244021521683,4028124.0000000298,352.99999996481347,0.0,45055.999999997439,4096.0
ENTER-org/apache/hadoop/dfs/FSImage$newNamespaceID,29421.000004466725,0.0,164.99998070229231,9.0000715708494567,11.999572746613239,1282658304.0,23867.999999034924,140734505733744.0,140524550381896.0,1.0,29.996245060180478,4028493.0000000298,352.99999996487168,0.0,45055.999999996973,4096.0
ENTER-org/apache/hadoop/dfs/FSNamesystem$now,29421.000004494075,0.0,164.99997897776052,10.000075113266632,11.999628199297995,1282658304.0,23867.999998968342,140734505733744.0,140524550381896.0,1.0,29.996259976607668,4028863.0000000373,352.99999996574479,0.0,45055.999999997206,4096.0
EXIT-org/apache/hadoop/dfs/FSNamesystem$now,29421.000004492853,0.0,164.99997894240119,10.000075120065901,11.999628005881199,1282658304.0,23867.999998969557,140734505733744.0,140524550381896.0,1.0,29.996261018081263,4029233.0000000149,352.99999996571569,0.0,45055.999999997206,4096.0
EXIT-org/apache/hadoop/dfs/FSImage$newNamespaceID,29421.000004491594,0.0,164.99997890704208,10.000075126865624,11.999627812464411,1282658304.0,23867.999998970809,140734505733744.0,140524550381896.0,1.0,29.996262059554837,4029603.0000000373,352.999999965803,0.0,45055.999999997206,4096.0
ENTER-org/apache/hadoop/dfs/FSNamesystem$now,29421.000004600071,0.0,165.99998222621775,10.000073444492443,11.999623302312315,1282658304.0,23867.999998891071,140734505733744.0,140524550381896.0,1.0,29.996158365041225,4029973.0000000224,352.99999996417318,0.0,45055.99999999674,4096.0
EXIT-org/apache/hadoop/dfs/FSNamesystem$now,29421.000004598834,0.0,165.99998219085774,10.000073451291541,11.999623108895534,1282658304.0,23867.999998892286,140734505733744.0,140524550381896.0,1.0,29.996159406514799,4030343.0000000149,352.99999996402767,0.0,45055.999999996508,4096.0
ENTER-org/apache/hadoop/dfs/Storage$getNumStorageDirs,29421.000004597583,0.0,165.99998215549886,10.000073458091265,11.999622915478731,1282658304.0,23867.999998893523,140734505733744.0,140524550381896.0,1.0,29.996160447988373,4030713.0000000149,352.99999996414408,0.0,45055.999999997206,4096.0
EXIT-org/apache/hadoop/dfs/Storage$getNumStorageDirs,29421.000004596346,0.0,165.99998212014043,10.000073464890932,11.999622722061943,1282658304.0,23867.99999889476,140734505733744.0,140524550381896.0,1.0,29.996161489461961,4031083.0000000298,352.99999996420229,0.0,45055.99999999674,4096.0
ENTER-org/apache/hadoop/dfs/Storage$getStorageDir,29429.000004589769,0.0,166.99998105419468,10.000067604038577,11.999614972534793,1282658304.0,23932.999998933192,140734505733744.0,140524550381896.0,1.0,29.996150869172929,4031453.0000000224,352.9999999635329,0.0,45055.99999999674,4096.0
EXIT-org/apache/hadoop/dfs/Storage$getStorageDir,29429.000004588539,0.0,166.9999810188358,10.000067610838073,11.999614779118005,1282658304.0,23932.999998934429,140734505733744.0,140524550381896.0,1.0,29.996151910646525,4031823.0000000224,352.99999996362021,0.0,45055.999999997672,4096.0
ENTER-org/apache/hadoop/dfs/FSImage$format,29429.000004587295,0.0,166.99998098347646,10.00006761763774,11.999614585701217,1282658304.0,23932.999998935658,140734505733744.0,140524550381896.0,1.0,29.996152952120099,4032193.0000000447,352.99999996364932,0.0,45055.999999997672,4096.0
ENTER-org/apache/hadoop/dfs/Storage$StorageDirectory$clearDirectory,29429.000004586051,0.0,166.9999809481169,10.000067624437065,11.999614392284435,1282658304.0,23932.999998936895,140734505733744.0,140524550381896.0,1.0,29.99615399359368,4032563.0000000298,352.99999996359111,0.0,45055.999999997206,4096.0
ENTER-org/apache/hadoop/dfs/Storage$StorageDirectory$getCurrentDir,29429.000004694521,0.0,167.99998426729212,10.000065942063827,11.999609882132333,1282658304.0,23932.999998857144,140734505733744.0,140524550381896.0,1.0,29.996050299080068,4032933.0000000149,352.99999996184488,0.0,45055.99999999674,4096.0
EXIT-org/apache/hadoop/dfs/Storage$StorageDirectory$getCurrentDir,29429.000004693276,0.0,167.99998423193347,10.000065948863721,11.999609688715523,1282658304.0,23932.99999885838,140734505733744.0,140524550381896.0,1.0,29.996051340553642,4033303.0000000298,352.99999996196129,0.0,45055.999999997206,4096.0
EXIT-org/apache/hadoop/dfs/Storage$StorageDirectory$clearDirectory,29429.000004692032,0.0,167.99998419657368,10.000065955662706,11.999609495298742,1282658304.0,23932.999998859617,140734505733744.0,140524550381896.0,1.0,29.996052382027209,4033673.0000000224,352.99999996193219,0.0,45055.99999999674,4096.0
ENTER-org/apache/hadoop/dfs/Storage$StorageDirectory$lock,29429.000004690788,0.0,167.99998416121412,10.000065962462202,11.999609301881947,1282658304.0,23932.99999886084,140734505733744.0,140524550381896.0,1.0,29.996053423500783,4034043.0000000149,352.99999996196129,0.0,45055.99999999674,4096.0
EXIT-org/apache/hadoop/dfs/Storage$StorageDirectory$lock,29472.000005175367,0.0,168.99977509512496,10.000085894602535,11.999568362479074,1283739648.0,23985.000001746455,140734505733744.0,140524550381896.0,1.0,31.996171410333048,4090905.0000000224,352.99999998739804,0.0,45056.000000025146,4096.0
ENTER-org/apache/hadoop/dfs/FSImage$getImageFile,29474.000005271992,0.0,169.99977832524041,10.000084328776609,11.999562531264111,1283739648.0,23985.000001674038,140734505733744.0,140524550381896.0,1.0,31.99607743554656,4094503.0000000298,352.99999998588464,0.0,45056.000000025146,4096.0
ENTER-org/apache/hadoop/dfs/Storage$StorageDirectory$getCurrentDir,29474.000005270747,0.0,169.99977828988108,10.000084335576332,11.999562337847308,1283739648.0,23985.00000167526,140734505733744.0,140524550381896.0,1.0,31.996078477020141,4094873.0000000596,352.99999998594285,0.0,45056.000000025379,4096.0
EXIT-org/apache/hadoop/dfs/Storage$StorageDirectory$getCurrentDir,29553.000005117043,0.0,169.99978157801343,10.000082127623045,11.999571838735477,1283739648.0,24051.000001675435,140734505733744.0,140524550381896.0,1.0,31.996196477511837,4095243.0000000447,352.99999998667045,0.0,45056.000000024913,4096.0
